trading_day,nav_p05,nav_median,nav_p95
1078,303.7249007060509,511.50589009350074,859.0961161663961
1079,302.9094066809201,512.0230003888278,860.4804992310596
1080,303.2057353980026,511.7873533653619,862.5969655603259
1081,303.81972148309563,512.3526814478798,863.5679865929694
1082,303.74079284811245,512.2259674188379,863.969588572342
1083,304.14009687241287,513.7313104555279,864.1153825257267
1084,304.4177999559449,514.0230560640423,865.4294804658152
1085,304.2978045588055,514.6503618119923,864.4488080998501
1086,304.74830530798175,514.3670773973748,867.9467356403358
1087,305.1861463140418,514.9947419099398,868.1553326547948
1088,304.9725930991748,515.9653326323518,868.4089042758085
1089,305.4326627775008,516.0165215846595,868.5402767493341
1090,306.20029064023237,517.0184360686826,870.9776889497033
1091,306.0483448718201,517.255146490413,871.1299065855211
1092,307.2896585365949,517.212039691573,872.3542234755043
1093,307.0842577714692,517.9701680880694,873.0996518362308
1094,307.2961084206643,517.869182315522,876.0167567544624
1095,307.40518466315194,518.0779413345617,877.1439084359455
1096,307.47004618991684,519.131571697543,877.1922484546167
1097,307.23359897579644,519.7779357056526,879.0432373343509
1098,307.9784908107995,520.6258203959753,878.9301887191456
1099,308.2300416549077,521.2131721563484,879.546486099447
1100,308.9402507918493,521.5391889858882,879.9987791979901
1101,308.63663910621796,521.8421296679389,881.776433347455
1102,308.845648968112,522.5181833306999,884.693179667753
1103,309.28691951669697,522.4477458644649,882.9917503538987
1104,309.7590337589985,523.2429026259992,884.4790710703683
1105,309.4777011119844,524.2582853388449,884.5013306339512
1106,308.97211768721473,524.3280157704204,886.4501360755038
1107,308.9714605600318,524.5719468342838,886.4961986691285
1108,309.7251695516956,525.0293852520135,885.8795660698487
1109,310.34987635125015,525.1730951095922,886.8695469039403
1110,310.701162498475,525.8299355391389,887.8943295959704
1111,310.264922391381,526.2635092123262,888.7514603576824
1112,310.5551396720748,526.9115640891544,890.1313939522664
1113,310.1402055756566,527.0145479628503,890.5811077466325
1114,310.1998080114158,527.8442710152302,892.5264941396346
1115,310.59571256172336,528.222034389004,891.6497020229926
1116,311.0478171122584,528.1347447225221,893.703297122197
1117,311.21715288983194,528.3141975622705,894.473194123422
1118,311.3523860069752,528.9408114463736,895.4815701709109
1119,311.5069855537645,529.2328866660484,895.1995407568801
1120,311.4856007055455,529.7557654606277,898.0915111268288
1121,311.7144091956882,530.0326521540424,896.8332939360241
1122,311.89454282476305,530.8919098997801,898.5932179160363
1123,311.51701905093915,531.1519770995233,899.5341120933513
1124,312.73683477456024,531.6037907460188,896.4130519305493
1125,312.62598840574384,531.1519618649606,897.5097735796783
1126,312.48898206037893,531.5425296303342,898.144570115548
1127,312.26477399966603,532.3395886982962,900.4280196294978
1128,312.36803982076907,533.1700587813839,903.1261862684553
1129,313.5893841277303,534.0540487891053,902.7564105980514
1130,313.11488096137373,533.4606036609686,904.1803508162161
1131,313.25955994296214,534.5488138051892,904.2548151619126
1132,313.9942870730123,534.815162762432,906.0389017087368
1133,314.12335634999425,535.5482438354333,908.3302106978928
1134,314.31066555055486,535.2857508964237,908.7643065744676
1135,314.06115760364384,535.8998160570748,908.6824541879286
1136,314.655684869185,536.3186311891375,906.6612596252345
1137,314.42158905062064,536.7484015864737,907.9987704677874
1138,314.15900607964596,538.2362355679272,909.3213976235991
1139,314.3376336619878,538.3506095408352,910.8003312128578
1140,314.74206235955154,538.9445668439969,912.3356559618933
1141,314.86868750963174,539.3377233772677,914.9399226356007
1142,315.17333655747984,540.0350709114703,914.5117407459618
1143,315.37291525275134,539.8848819032371,913.3663995737837
1144,315.8188180981234,540.2988764056776,915.7872588426893
1145,314.9717540458943,540.5996216085969,916.5242775110202
1146,316.10206341510724,541.2042317008419,917.1765030545045
1147,316.129083328102,542.2260293987164,920.1763606340746
1148,317.05068403383325,542.4652043144346,919.5867730893525
1149,317.1649496544734,542.9636280052412,920.9984998029062
1150,316.82151774396056,543.7056777585458,924.7654809242811
1151,316.30582116555547,543.4212870830984,926.1938562832705
1152,316.90238711191586,543.9505820810512,926.5096499671525
1153,316.8759067861679,544.6555998142428,925.8916214998012
1154,317.0549525677138,544.1893607820984,926.1191864315189
1155,317.47951722252907,544.9726096064735,927.2128638429422
1156,318.75323954281606,545.9818968620434,929.3885688770226
1157,318.38290313171103,546.7939791178973,931.1652633765823
1158,318.0579218074605,546.8257123696474,930.7796881412766
1159,318.8348441620438,547.3332552319969,927.8845060001245
1160,319.4014753153073,547.5881280224297,928.3731341596381
1161,319.4250590201778,548.4001305719515,931.6179726284951
1162,319.78542555226875,548.9613628061031,932.6402508909056
1163,319.860297117351,549.8095558590944,932.6828507501828
1164,319.6060536967355,550.464886233012,935.4730465601323
1165,319.66387269378043,551.4613076896829,938.4779130008378
1166,320.3508563589292,551.51041092848,936.0137891982617
1167,320.5310790668372,551.733950874165,937.6100915764434
1168,320.56525373835404,552.4518681791237,937.8800200349584
1169,320.0865657341979,552.5030627790392,938.6994929114599
1170,320.9004137778769,552.8295350612798,938.3081288730657
1171,320.6655115825566,553.5959686276749,938.7899413650523
1172,320.23316131336725,553.9057613402144,941.3196631842962
1173,320.32077315476585,553.8800916082912,943.9763730157542
1174,321.09171801704707,553.7787433800185,946.3935642296389
1175,320.9007460783027,555.1332365855194,947.162199289597
1176,321.2628541186944,555.9568344617878,951.2990212029786
1177,321.33010751280284,555.9278279335983,953.2139008072166
1178,322.38731810497814,556.8987625772173,953.6527164418892
1179,322.36864071449884,557.2289912986523,954.6696247487936
1180,322.1808620954481,557.8917254439289,954.9759289878536
1181,323.14153947089534,558.2258846700056,956.0854358406607
1182,323.13138171042755,559.017041505799,956.7317276535674
1183,323.92933952147024,559.5984827558021,958.5432555614947
1184,324.40870640348817,559.9381997766467,958.9457183604412
1185,324.71127070528763,560.406141790196,959.7615363200507
1186,325.34878875363836,560.8227255494664,959.8624677658671
1187,325.220197117167,561.1655340927568,962.3810667082847
1188,325.6084892621917,561.0295468146895,963.0520126708078
1189,325.78729188272246,561.5087887148026,964.9119354767982
1190,325.8150222895438,561.7538570307185,962.4204036375552
1191,325.46101724678874,562.3130132265944,963.3000752001154
1192,325.3593932654433,562.7572191446093,964.0102083532495
1193,326.15288963534084,563.2301991287854,966.157886026271
1194,325.3864122049589,563.8404037795864,966.0092595931336
1195,325.90837026091623,564.3177768042776,969.8273862659238
1196,326.2139181533032,564.4991368138969,971.8616258269461
1197,326.02191699310674,565.5226144346188,975.1972560776343
1198,326.9778073618335,566.5597384679543,973.9033086873247
1199,326.73283062846775,567.4500483878224,973.6779230450361
1200,327.28465639753165,567.7413268572391,977.6659040465986
1201,328.1089736904962,567.5994200785867,979.4139174520207
1202,328.019663586461,568.8854000569264,980.7750259877563
1203,328.5692933166585,569.0613244774768,980.8504713195401
1204,329.42060852202627,569.0590449000107,981.8905110279962
1205,329.43369192012267,568.7764685568254,982.7535961521611
1206,329.69044124010827,569.364668620936,981.7541911029572
1207,329.2520616418083,570.1979594014979,982.6509738706122
1208,330.39458007942284,570.5273790689455,985.655043431324
1209,330.0752676889859,571.113370468855,985.2317446781802
1210,329.864216435616,571.221848885918,984.9194606773204
1211,329.9444220484414,572.1130517067709,986.2526161519276
1212,330.4403064860117,572.6190732573368,987.4212889295242
1213,330.599300698228,572.9684354756765,992.5803378287327
1214,330.9808459992815,573.2906036232116,995.5434372165105
1215,331.1631315847402,573.3084042770378,996.8804247905673
1216,331.85211950163597,574.5694692791178,997.4917100219465
1217,331.51077991379987,574.762566124579,997.5081873678268
1218,331.444720490425,575.2989582691948,998.0070805367786
1219,331.4551759263224,575.4496707539697,997.1240457097452
1220,332.1770530444907,577.098515598371,996.3826489085002
1221,331.87795805528066,577.8368932622525,999.9276529634695
1222,332.312684984965,578.5624076507042,998.8792836784753
1223,332.7622919242162,579.3250230666738,999.9767528681211
1224,333.3915683868555,579.478011629995,1001.3566393607382
1225,333.3071132501083,579.7268907228724,1004.6848200809694
1226,333.3847945240254,580.2770450491496,1003.12779805394
1227,333.79421450053593,580.7952526784873,1002.6194836064832
1228,332.99833835155124,581.8397953655394,1003.4873782993145
1229,332.9998913121838,582.578170906047,1005.4436869624648
1230,333.78891989922533,582.5812544197214,1007.1025522291326
1231,333.48878681794645,582.8486289451207,1006.3512393187217
1232,333.87331223484415,583.072202895887,1009.0735402191333
1233,334.78019430714363,583.8227607900003,1011.9938489134898
1234,334.23419159311953,584.1828001442643,1014.7833607422496
1235,334.0220187334501,584.7336696561408,1015.0767656127002
1236,334.2097301552824,585.6675887518779,1013.9054930966299
1237,334.5833942429563,585.2934280436689,1014.3049624685684
1238,335.2929768886698,586.1259239605431,1014.9706714854577
1239,336.09010713335033,586.8175599861861,1017.5548922437522
1240,335.57855554934577,587.0192314655901,1019.821059621494
1241,335.5639848448416,587.6189052143984,1022.2645576625265
1242,335.45865385415095,588.1446913620505,1021.0541038596507
1243,336.49075891061165,587.7176634338241,1023.9995474447377
1244,337.37893755659445,588.5822191129806,1024.726000216374
1245,337.35557875801754,588.8575490156251,1025.9326318139836
1246,337.1827515587798,589.6067683944136,1026.5626993754852
1247,336.92051676022464,589.9917898488962,1024.7710486558233
1248,336.8192851434001,590.6669915696086,1027.2341244727945
1249,336.8011089304076,591.1585647490533,1030.8236816154588
1250,336.8280467255875,591.4241935962795,1031.9734036280645
1251,337.1970884192656,592.6114961950109,1033.0426344520258
1252,337.43066211836674,592.351409203884,1033.3846045443279
1253,338.7047173083445,593.9168365697702,1036.0065001153937
1254,338.4394796088401,593.5100143760517,1038.6947539353077
1255,338.49649772797466,593.7420726085459,1040.822801281534
1256,337.65102202143987,595.002418209618,1041.1041471820326
1257,337.71643327505666,596.1952502595296,1043.1224768171717
1258,337.7804850654689,596.7409747901905,1044.5181970368433
1259,338.75734752454724,596.5219902207964,1043.9333990941846
1260,338.76844044395745,597.1684875399803,1046.8055267334707
